site_id,longitude,latitude,mean_power,distancia_m,profundidad_m,optimo
5012001,-8.5,35.333,42.83830843,233937.17723607345,-2490.0,0
3044043,-7.667,43.792,47.13748894,1180.02745323097,-43.0,0
2154082,5.833,36.833,9.479269803,1540.9357891941456,-14.0,0
2064063,-1.667,35.25,7.493230225,6625.056727437032,-97.0,0
4010030,-17.667,29.75,38.95406757,115943.46675093718,-4305.0,0
4018014,-17.0,28.417,32.11307361,12203.368399975068,-1753.0,1
2080092,-0.333,37.667,9.501962892,41298.155376056326,-259.0,0
4004002,-18.167,27.417,28.69301686,34123.82920802456,-3518.0,0
3084040,-6.0,43.667,38.20780931,11307.415634721818,-81.0,0
1038028,-10.5,32.0,41.80460952,99103.7129349482,-2194.0,0
2128120,3.667,40.0,13.33301757,15303.693773646257,-57.0,0
2114134,2.5,41.167,8.232791028,44241.95335329359,-934.0,0
1038076,-10.5,44.0,73.57201896,192941.13633435985,-4977.0,0
3115034,-4.708,43.417,16.36643567,249.940717948324,-19.0,0
1054124,-6.5,56.0,55.65759439,26685.105483880925,-51.0,0
4052002,-14.167,27.417,21.59356987,82075.319461258,-1969.0,0
2130146,3.833,42.167,14.9178761,61971.42691376197,-1445.0,0
1030074,-12.5,43.5,74.52083693,364901.0013316351,-5080.0,0
4004005,-18.167,27.667,18.23440493,5692.198209902222,-1635.0,1
4022024,-16.667,29.25,36.75774313,94632.80371911023,-3766.0,0
415034023,-16.231,28.48,4.020058962,541.4853381184423,-56.0,0
4026030,-16.333,29.75,37.05806603,49470.56115134141,-3648.0,0
3044044,-7.667,43.833,50.78546739,6441.770830650635,-108.0,0
1712100077,2.17084,41.33463,4.106749238,1.2133862599772045,-19.0,0
2142126,4.833,40.5,17.85408958,97342.47823903745,-2757.0,0
6006036,-6.4,36.35,13.3958432,21435.773677731195,-54.0,0
3132040,-4.0,43.667,43.90490884,29609.64540237392,-1388.0,0
5008003,-8.833,35.5,45.25117502,208546.6943383537,-2988.0,0
1066116,-3.5,54.0,10.67142239,35829.09743901709,-21.0,0
1613100009,-0.482165719,38.33856684,3.159797151,208.43455498796607,-2.0,0
2137120,4.417,40.0,16.50093125,15699.704439893369,-425.0,1
1054108,-6.5,52.0,28.89840176,33484.843917645885,-50.0,0
4055020,-13.917,28.917,32.56929122,5686.243000528798,-1079.0,1
5024005,-7.5,35.667,31.69283635,161225.66198758775,-1429.0,0
2083118,-0.083,39.833,3.673735271,1904.0505460548995,-10.0,0
6068022,-5.367,36.117,2.688680027,1876.3953405894267,-96.0,0
4044016,-14.833,28.583,35.69636324,71365.61882582997,-3486.0,0
4018010,-17.0,28.083,20.5474445,11182.974067093492,-824.0,1
2027076,-4.75,36.333,6.849794274,22209.78544961044,-625.0,0
1032088,-12.0,47.0,87.03752874,675942.9844145309,-4790.0,0
1066086,-3.5,46.5,56.027745,129480.58520612514,-118.0,0
2132116,4.0,39.667,8.256507678,32178.350244923546,-1145.0,0
1032022,-12.0,30.5,42.21088431,227474.5920581424,-1991.0,0
3180048,-2.0,44.0,43.96934839,70880.34243919731,-140.0,0
4066030,-13.0,29.75,39.49689027,80495.20453391873,-1794.0,0
6060016,-5.5,36.017,6.837978197,3107.753721754896,-78.0,0
1813100007,2.633674912,39.56027246,3.683692454,130.58043365849778,-8.0,0
2129118,3.75,39.833,10.76815886,17440.326594573355,-95.0,0
1012014,-17.0,28.5,32.94027522,20492.86557757389,-2340.0,1
1030072,-12.5,43.0,72.64272722,357279.28987066017,-3330.0,0
1050092,-7.5,48.0,75.94203059,274419.8734665959,-175.0,0
3012010,-9.0,42.417,36.64401933,10151.986744976388,-70.0,0
1040072,-10.0,43.0,68.38609768,79557.43300575684,-3006.0,0
2128112,3.667,39.333,11.96711179,44604.884172173886,-1587.0,0
5002013,-9.333,36.333,48.85205202,102584.8284650376,-3463.0,0
4012026,-17.5,29.417,38.23531703,79663.92714742993,-4101.0,0
3152036,-3.167,43.5,36.96236761,17571.656050591213,-97.0,0
1034052,-11.5,38.0,54.79646869,245092.6333214047,-5080.0,0
4002010,-18.333,28.083,35.45122254,44953.2779629318,-3769.0,0
2132128,4.0,40.667,17.53667515,86651.5828028132,-2470.0,0
2098112,1.167,39.333,10.01140875,42335.39751286553,-968.0,0
4066012,-13.0,28.25,22.54516152,39358.45938049382,-99.0,0
3068040,-6.667,43.667,37.94225899,13678.334635917558,-113.0,0
1022013,-14.5,28.25,33.20840972,18433.27424907724,-1394.0,1
2200114,9.667,39.5,4.780281911,3349.4591122890984,-53.0,0
5012015,-8.5,36.5,33.84660761,81290.27683950373,-2311.0,0
1034018,-11.5,29.5,40.42608655,106719.11791737827,-1565.0,0
6024006,-6.1,35.85,19.71494987,21453.464575703645,-344.0,1
5026011,-7.333,36.167,24.1075305,123021.786071349,-930.0,0
5026019,-7.333,36.833,10.92917213,46996.80343921681,-457.0,0
1054082,-6.5,45.5,68.86608534,296068.87334767147,-4831.0,0
4064022,-13.167,29.083,31.53843348,31573.484321047494,-1367.0,0
1525100060,-1.89898,36.96609,2.61826788,524.3407675735616,-15.0,0
2200148,9.667,42.333,4.462446306,12735.778255448928,-393.0,0
1813100017,2.629191706,39.54982233,3.267966703,958.1899239730684,-11.0,0
1712100011,2.18191,41.37036,3.173822009,1962.7970714738133,-10.0,0
3074038,-6.417,43.583,32.88330963,3278.815195215764,-49.0,0
1036056,-11.0,39.0,56.48987345,169460.6592801319,-3334.0,0
2032076,-4.333,36.333,7.884604895,40391.25836362727,-742.0,0
2062082,-1.833,36.833,8.210778135,16433.365232420725,-462.0,0
5022005,-7.667,35.667,33.43613475,178526.442301581,-1455.0,0
4062026,-13.333,29.417,38.44472976,24053.04585369127,-184.0,0
6040020,-5.833,36.083,8.280913582,3079.122978296972,-35.0,0
5020017,-7.833,36.667,17.48142135,42303.42098775438,-768.0,0
2056072,-2.333,36.0,12.80318422,102280.38561990071,-1836.0,0
2196088,9.333,37.333,12.85820601,12080.180384730556,-120.0,0
1046088,-8.5,47.0,78.62820338,445825.90892681584,-4182.0,0
2116120,2.667,40.0,11.25880182,24590.958787632604,-1368.0,1
2132112,4.0,39.333,11.5390771,75089.89633916148,-1850.0,0
3172032,-2.333,43.333,17.5404183,3641.933875698076,-54.0,0
315047087,-6.333,36.575,9.610073495,6084.557121800675,-15.0,0
2044078,-3.333,36.5,8.347527494,28610.76682403252,-872.0,0
4002030,-18.333,29.75,39.35183269,123453.18543664349,-4453.0,0
6018030,-6.2,36.25,11.98628341,8752.605555646724,-28.0,0
1712100097,2.16264,41.31906,3.421585587,774.0264243074475,-17.0,0
1022080,-14.5,45.0,82.45891856,653841.4949668535,-4796.0,0
8057102,1.43874,38.89244,4.289440379,1260.0101931679258,-20.0,0
2092102,0.667,38.5,9.05920846,59228.62391191026,-741.0,0
1412100003,-17.9011,27.7839,3.634272722,507.2272065000667,49.0,0
2066084,-1.5,37.0,8.531869908,40959.97807654986,-1792.0,0
4056002,-13.833,27.417,18.16494619,56043.26357493565,-1333.0,0
5006009,-9.0,36.0,46.85571381,139713.05020573383,-3701.0,0
3019032,-8.708,43.333,33.65786972,5567.751201832985,-25.0,0
2142120,4.833,40.0,17.53523036,58475.6882816884,-2714.0,0
1712100032,2.18094,41.36259,3.427413526,1488.4993034865147,-15.0,0
4008028,-17.833,29.583,38.87629148,93184.76676375524,-4247.0,0
1413100007,-17.10888,28.08908,5.285061537,119.1797327545386,7.0,0
3042043,-7.75,43.792,49.28767231,6294.768411411232,-81.0,0
4046016,-14.667,28.583,35.56354681,61382.00606005055,-3409.0,0
6072006,-5.3,35.85,5.843207057,3793.844934170447,-64.0,0
1061074,-4.75,43.5,32.07641607,11092.00072474171,-108.0,0
2122122,3.167,40.167,13.15872354,28867.293384633376,-1495.0,0
3190035,-1.5833,43.4722,33.03172441,987.7095781958134,-9.0,0
3004032,-9.333,43.333,66.64779801,28551.229164201057,-203.0,0
1813100014,2.626035649,39.55171253,3.537496934,548.5534374420777,4.0,0
122012026,-5.97,43.593,35.58270033,699.8769479142502,-24.0,0
2130126,3.833,40.5,16.48266086,64597.98317460266,-2272.0,0
2060081,-2.0,36.75,8.130809568,8655.314224453781,-359.0,0
121034006,-5.67,43.613,31.88738291,5512.146592808816,-50.0,0
1044064,-9.0,41.0,47.5397738,37744.93536919495,-82.0,0
8162029,3.13555,39.82371,4.431492302,1090.6948177976994,-9.0,0
2104134,1.667,41.167,4.308466946,4947.356362551291,-22.0,0
122013025,-5.965,43.601,37.69646834,1929.5733427330847,-32.0,0
4008024,-17.833,29.25,38.18741967,50969.53022933424,-3933.0,0
4026026,-16.333,29.417,36.80275647,85586.39040790871,-3701.0,0
4032014,-15.833,28.417,31.47213471,34569.47022777756,-3381.0,0
5012019,-8.5,36.833,20.65919768,35450.52762358832,-187.0,0
3016036,-8.833,43.5,61.32884161,24338.541042567336,-174.0,0
1036070,-11.0,42.5,68.24522496,200627.49039810532,-1795.0,0
1040050,-10.0,37.5,51.78043924,127083.9728517127,-2791.0,0
4018018,-17.0,28.75,35.53101249,48961.39568995831,-3448.0,0
1030082,-12.5,45.5,81.95522861,516422.4855150007,-4727.0,0
2122157,3.167,43.083,4.812332117,6606.043151477255,-30.0,0
2124158,3.333,43.167,5.07194572,12444.739528913398,-31.0,0
4050006,-14.333,27.75,20.78845048,37891.63094145031,-2112.0,0
1034062,-11.5,40.5,61.84478555,284318.49269321485,-5134.0,0
2117120,2.75,40.0,11.29882637,19792.71768284671,-1375.0,1
6068023,-5.367,36.133,2.396297803,1240.541086008178,-40.0,0
4050002,-14.333,27.417,23.88023325,79705.9815665208,-2228.0,0
1712100086,2.14497,41.30295,4.139207734,1173.5581400861652,-8.0,0
3192040,-1.5,43.667,34.85289104,5687.757262974834,-48.0,0
4000016,-18.5,28.583,36.75995268,59309.46536746198,-4050.0,0
1019013,-15.25,28.25,33.14218486,19535.48917920425,-2714.0,1
5030009,-7.0,36.0,24.04086392,102544.02743503424,-815.0,0
4062020,-13.333,28.917,21.52942079,19629.99574439805,-1342.0,1
5022009,-7.667,36.0,29.9347536,136306.64102042175,-1300.0,0
4010016,-17.667,28.583,19.3483548,9924.265550295368,-1380.0,1
2198144,9.5,42.0,3.726233039,4745.000790585625,-24.0,0
1032066,-12.0,41.5,66.28462058,349069.1423085529,-4364.0,0
1043048,-9.25,37.0,47.94885485,28225.741191780653,-1243.0,0
2125114,3.417,39.5,7.566201265,10231.008846294664,-50.0,0
4019012,-16.917,28.25,23.5813018,7404.582078253786,-910.0,1
4020016,-16.833,28.583,33.79796668,24312.149008426502,-2360.0,1
4008007,-17.833,27.833,25.20640035,5615.123287685253,-1228.0,1
2120138,3.0,41.5,9.16658001,32498.58228094884,-458.0,0
1712100003,2.18638,41.37737,2.81755615,2042.6036665988024,-14.0,0
1056100,-6.0,50.0,63.86775852,34051.3894490399,-67.0,0
4024002,-16.5,27.417,22.26828538,75535.34274759838,-3534.0,0
4006000,-18.0,27.25,25.44939143,49206.21300561172,-3750.0,0
5036020,-6.5,36.917,5.909346385,4079.45301937429,-11.0,0
3028036,-8.333,43.5,44.80056685,1098.7509472896247,-22.0,0
4006020,-18.0,28.917,37.44627911,12051.415166447508,-1956.0,1
4028018,-16.167,28.75,35.08182766,21323.49059190081,-2883.0,1
2196170,9.333,44.167,6.30019563,16129.656808439537,-807.0,0
1030030,-12.5,32.5,43.86695942,328515.735417802,-3763.0,0
2128124,3.667,40.333,15.28943704,45016.82072707172,-1493.0,0
3152044,-3.167,43.833,45.96234462,63337.65348697702,-2030.0,0
1016112,-16.0,53.0,107.4530878,634009.3218525182,-3331.0,0
2122142,3.167,41.833,6.622683233,2630.147231597515,-71.0,0
5026017,-7.333,36.667,14.32196028,69351.5594829457,-549.0,0
4006019,-18.0,28.833,32.90038749,4118.412207274265,-373.0,1
2056081,-2.333,36.75,5.463171351,9792.545172922784,-127.0,0
2108126,2.0,40.5,9.700223418,109555.3381244727,-1789.0,0
4063005,-13.25,27.667,12.84237218,7989.816842123379,-34.0,0
1040038,-10.0,34.5,45.39686381,232532.22259139732,-4293.0,0
3116034,-4.667,43.417,21.48416547,653.7233774540949,-36.0,0
6070004,-5.333,35.817,5.575355062,1173.5194331407122,-24.0,0
1022024,-14.5,31.0,39.47056317,186905.4002042324,-3561.0,0
2084084,0.0,37.0,11.74584403,116153.28199475318,-32767.0,0
3156040,-3.0,43.667,43.37065195,36034.84651458554,-934.0,0
4004008,-18.167,27.917,35.01749429,18891.289325227568,-3067.0,1
1036042,-11.0,35.5,48.98276768,306266.8635736747,-4554.0,0
1030020,-12.5,30.0,41.06999697,143038.5638607284,-824.0,0
2202132,9.833,41.0,6.079958363,18971.89010837371,-113.0,0
1813100005,2.637594082,39.56352338,3.737400378,442.5278077482631,-3.0,0
1712100022,2.18344,41.36716,3.002687417,1580.5867433031065,4.0,0
1813100018,2.638343066,39.55131086,3.064853378,1260.516567776728,-16.0,0
3020032,-8.667,43.333,33.36535538,4317.414387232355,-44.0,0
2086116,0.167,39.667,6.092516579,38127.109052878935,-110.0,0
8058104,1.453332893,38.86447166,5.583668147,5059.634211145637,-48.0,0
2124140,3.333,41.667,12.16620448,33504.8247068959,-184.0,0
1034054,-11.5,38.5,55.98923424,225511.30753565865,-4933.0,0
4060028,-13.5,29.583,39.00068036,37532.15981305012,-1944.0,0
4006016,-18.0,28.583,20.46393704,9136.90596210318,-1289.0,1
1712100046,2.17313,41.35652,3.436207542,1680.3359445653225,-6.0,0
1075082,-1.25,45.5,31.44684065,12350.565562642802,-15.0,0
1018013,-15.5,28.25,31.31030035,11688.588600581144,-2354.0,1
1521410011,-4.4188,36.7147,2.269048457,649.9100136911206,-19.0,0
4038012,-15.333,28.25,32.6720944,12149.75173791076,-2048.0,1
4010014,-17.667,28.417,20.78932513,18745.842114371822,-2404.0,1
3072044,-6.5,43.833,46.72043257,39818.1862260037,-300.0,0
1212100005,-7.46182,43.70812,5.595217533,736.2670887697461,1.0,0
1030034,-12.5,33.5,45.79820621,380264.304818647,-4339.0,0
611037012,-0.983,37.575,4.41743354,394.1585774586178,-34.0,0
1048078,-8.0,44.5,69.00448131,114247.3657003148,-4897.0,0
2143083,4.917,36.917,10.94332981,8443.378341576663,-1135.0,1
3024033,-8.5,43.375,38.8855522,3471.406980480179,-53.0,0
3008016,-9.167,42.667,43.13694416,13111.853473440391,-81.0,0
2041080,-3.583,36.667,5.772675004,7278.461112677231,-248.0,0
6070000,-5.333,35.75,5.289884946,696.1132812247318,-11.0,0
2102129,1.5,40.75,7.333846881,57965.94382010808,-885.0,0
3031039,-8.208,43.625,48.37696585,4388.84696706836,-38.0,0
6012018,-6.3,36.05,18.47697548,34979.64471128963,-79.0,0
1712100033,2.17934,41.3635,3.170479161,1710.0035653886223,-15.0,0
4010004,-17.667,27.583,21.70986891,33894.78820236727,-3555.0,0
1045047,-8.75,36.75,33.48495256,41785.65968617883,-681.0,0
2084117,0.0,39.75,5.067365297,16007.598654648047,-32767.0,0
4048008,-14.5,27.917,28.38770465,19021.775527097645,-1243.0,1
6010050,-6.333,36.583,7.721461183,4978.123810557324,-15.0,0
2076095,-0.667,37.917,5.136624666,6675.791756869235,-40.0,0
2132124,4.0,40.333,16.50925962,38769.00885254146,-1573.0,0
3120044,-4.5,43.833,47.41921654,66021.93401890271,-2508.0,0
6042012,-5.8,35.95,14.3677338,17535.913317391998,-303.0,1
2138118,4.5,39.833,17.21655065,18800.11127959764,-340.0,1
4022022,-16.667,29.083,36.36300761,75748.65278175594,-3720.0,0
1024016,-14.0,29.0,35.49613204,18431.68278586506,-1958.0,1
1423100005,-13.5254,28.969,5.611489884,141.50405245808858,-17.0,0
2052080,-2.667,36.667,7.264878121,3184.853430215502,-31.0,0
2128118,3.667,39.833,11.86025515,23568.07591980616,-78.0,0
4022004,-16.667,27.583,22.06563322,52117.46747445785,-3518.0,0
4049009,-14.417,28.0,14.06110278,8061.105986131412,-1268.0,1
1030070,-12.5,42.5,70.65044976,362809.7255360764,-4591.0,0
6018012,-6.2,35.95,19.74476481,37660.28592028019,-104.0,0
3100044,-5.333,43.833,46.99296443,43071.68697637617,-107.0,0
1032014,-12.0,28.5,30.90686266,43331.47919881325,-57.0,0
2123112,3.25,39.333,6.384519079,5037.511824295862,-72.0,0
1712100050,2.17179,41.34882,3.728374085,1138.032974266696,-18.0,0
4032008,-15.833,27.917,16.34183695,1424.2488850493878,9.0,0
1062096,-4.5,49.0,57.3227984,57050.13586958692,-96.0,0
3125034,-4.292,43.417,30.43282926,2988.298543668064,-41.0,0
3165034,-2.625,43.417,20.29329016,1924.167941045721,-52.0,0
3005022,-9.292,42.917,49.48244275,634.7113877605168,-19.0,0
2099133,1.25,41.083,4.033015673,3895.414080646051,-38.0,0
4034024,-15.667,29.25,36.80177704,99748.7637765536,-3636.0,0
5020019,-7.833,36.833,12.81207277,19846.931421633864,-625.0,1
4046020,-14.667,28.917,36.63358437,78490.4088002064,-3438.0,0
1008016,-18.0,29.0,37.67303344,20858.127634733864,-2815.0,1
1038040,-10.5,35.0,47.26188495,319930.14650694566,-4423.0,0
6068012,-5.367,35.95,10.15833886,3448.5391209085906,-713.0,1
4034020,-15.667,28.917,36.23809581,66599.08077886332,-3618.0,0
1007012,-18.25,28.0,35.46733344,31568.436305139505,-3417.0,0
2029078,-4.583,36.5,5.72096157,5533.380272153952,-80.0,0
2084108,0.0,39.0,5.768937657,14455.842307852072,-32767.0,0
6048012,-5.7,35.95,13.29792971,12521.540748739752,-446.0,1
4034018,-15.667,28.75,35.85444641,55019.50432585076,-3616.0,0
3180033,-2.0,43.375,28.56013027,6314.308433966947,-98.0,0
5034001,-6.667,35.333,25.42456771,58215.66171412216,-460.0,0
4005018,-18.083,28.75,32.7245306,8996.259323662696,-2052.0,1
6000036,-6.5,36.35,14.68096392,31651.904901486872,-80.0,0
2116114,2.667,39.5,3.882975066,8127.2279819175,-39.0,0
1712100049,2.17003,41.3518,3.447061778,1554.309938147975,-12.0,0
1038084,-10.5,46.0,80.71454476,450832.4929177688,-4819.0,0
1066080,-3.5,45.0,55.67604737,230499.7448986944,-3641.0,0
2101105,1.417,38.75,5.100370578,1453.8893598729271,-14.0,0
3184033,-1.8333,43.4167,27.53268139,4078.942225938402,-76.0,0
4023014,-16.583,28.417,27.58125784,1455.2066209349853,-163.0,0
6038004,-5.867,35.817,13.77943192,2142.9254727381835,-81.0,0
6074030,-5.267,36.25,5.333891238,2524.403105174376,-55.0,0
1212100003,-7.46603,43.70728,5.063530721,1081.150747683594,-12.0,0
5038003,-6.333,35.5,21.11018168,31962.06101862742,-123.0,0
2025064,-4.917,35.333,5.29057367,1035.0285762659366,-28.0,0
4008020,-17.833,28.917,36.51666606,9296.773943747325,-1974.0,1
2104105,1.667,38.75,8.529335032,14026.532208494722,-305.0,0
1611410029,-0.9595,37.5647,2.626336933,794.1861545926071,7.0,0
1049047,-7.75,36.75,14.61507793,33893.543248875794,-626.0,0
1016012,-16.0,28.0,19.00619299,20068.323799505448,-1413.0,1
1012011,-17.0,27.75,21.18218413,41013.62643460231,-3332.0,0
4044012,-14.833,28.25,34.11628832,41793.702307051375,-348.0,0
1611410030,-0.9627,37.5652,2.682329903,887.2012581356463,-15.0,0
2136118,4.333,39.833,13.77573175,3610.8409491658767,-56.0,0
2094098,0.833,38.167,9.497320399,91115.72683632647,-966.0,0
5008017,-8.833,36.667,39.82291272,49054.51270923678,-770.0,0
1525100017,-1.89938,36.97693,2.986189619,831.169590342614,-13.0,0
1036030,-11.0,32.5,42.95193393,179501.54041752353,-3732.0,0
4064026,-13.167,29.417,38.93336849,38536.46127576215,-1356.0,0
3020044,-8.667,43.833,66.97919289,56850.11204843438,-347.0,0
2088114,0.333,39.5,7.063486665,64816.284490868165,-888.0,0
4028014,-16.167,28.417,17.62178424,10608.24554653189,-1684.0,1
2110134,2.167,41.167,6.765296511,19678.2710895538,-360.0,0
1025013,-13.75,28.25,10.58317948,18206.20135229986,-1312.0,1
1034092,-11.5,48.0,89.69680883,622414.1788811036,-4052.0,0
213094031,-8.395,43.364,4.606753865,1696.9032572524318,-10.0,0
5006021,-9.0,37.0,40.93388238,3002.4721390601044,-38.0,0
2204108,10.0,39.0,9.320026108,52797.47175795617,-1456.0,0
2142124,4.833,40.333,17.71151034,80840.72465744936,-2723.0,0
4040010,-15.167,28.083,29.98900606,23761.380501478423,-1615.0,1
4056022,-13.833,29.083,34.82286088,5836.677976099184,-654.0,1
3028044,-8.333,43.833,63.87373064,35932.6315255698,-197.0,0
1026068,-13.5,42.0,69.86574767,488686.1536271914,-5347.0,0
2126159,3.5,43.25,4.862455423,3813.486580179377,-18.0,0
1712100023,2.18791,41.3672,4.600817405,1150.6007349706897,-10.0,0
